tiempo_ms,adc,voltaje
4337917,2437,1.96
4338017,2432,1.96
4338117,2437,1.96
4338217,2432,1.96
4338317,2415,1.95
4338417,2437,1.96
4338517,2426,1.96
4338617,2423,1.95
4338717,2430,1.96
4338817,2415,1.95
4338917,2414,1.95
4339017,2431,1.96
4339117,2445,1.97
4339217,2432,1.96
4339317,2448,1.97
4339417,2433,1.96
4339517,2443,1.97
4339617,2444,1.97
4339717,2430,1.96
4339817,2431,1.96
4339917,2445,1.97
4340017,2432,1.96
4340117,2432,1.96
4340217,2430,1.96
4340317,2434,1.96
4340417,2441,1.97
4340517,2433,1.96
4340617,2437,1.96
4340717,2433,1.96
4340817,2447,1.97
4340917,2431,1.96
4341017,2434,1.96
4341117,2421,1.95
4341217,2435,1.96
4341317,2420,1.95
4341417,2436,1.96
4341517,2434,1.96
4341617,2416,1.95
4341717,2436,1.96
4341817,2443,1.97
4341917,2432,1.96
4342017,2445,1.97
4342117,2432,1.96
4342217,2304,1.86
4342317,1918,1.55
4342417,1200,0.97
4342517,567,0.46
4342617,280,0.23
4342717,261,0.21
4342817,256,0.21
4342917,272,0.22
4343017,112,0.09
4343117,0,0.0
4343217,0,0.0
4343317,0,0.0
4343417,0,0.0
4343517,0,0.0
4343617,0,0.0
4343717,0,0.0
4343817,0,0.0
4343917,0,0.0
4344017,0,0.0
4344117,0,0.0
4344217,0,0.0
4344317,0,0.0
4344417,0,0.0
4344517,0,0.0
4344617,0,0.0
4344717,0,0.0
4344817,0,0.0
4344917,0,0.0
4345017,0,0.0
4345117,0,0.0
4345217,0,0.0
4345317,0,0.0
4345417,0,0.0
4345517,0,0.0
4345617,0,0.0
4345717,0,0.0
4345817,0,0.0
4345917,0,0.0
4346017,0,0.0
4346117,0,0.0
4346217,0,0.0
4346317,0,0.0
4346417,0,0.0
4346517,0,0.0
4346617,0,0.0
4346717,0,0.0
4346817,0,0.0
4346917,0,0.0
4347017,0,0.0
4347117,0,0.0
4347217,0,0.0
4347317,0,0.0
4347417,0,0.0
4347517,0,0.0
4347617,0,0.0
4347717,0,0.0
4347817,0,0.0
4347917,0,0.0
4348017,0,0.0
4348117,0,0.0
4348217,0,0.0
4348317,0,0.0
4348417,0,0.0
4348517,0,0.0
4348617,0,0.0
4348717,0,0.0
4348817,0,0.0
4348917,0,0.0
4349017,0,0.0
4349117,0,0.0
4349217,0,0.0
4349317,0,0.0
4349417,0,0.0
4349517,0,0.0
4349617,0,0.0
4349717,0,0.0
4349817,0,0.0
4349917,0,0.0
4350017,0,0.0
4350117,0,0.0
4350217,0,0.0
4350317,0,0.0
4350417,0,0.0
4350517,0,0.0
4350617,0,0.0
4350717,0,0.0
4350817,0,0.0
4350917,0,0.0
4351017,0,0.0
4351117,0,0.0
4351217,0,0.0
4351317,0,0.0
4351417,0,0.0
4351517,0,0.0
4351617,0,0.0
4351717,0,0.0
4351817,0,0.0
4351917,0,0.0
4352017,0,0.0
4352117,0,0.0
4352217,0,0.0
4352317,0,0.0
4352417,0,0.0
4352517,0,0.0
4352617,0,0.0
4352717,0,0.0
4352817,0,0.0
4352917,0,0.0
4353017,0,0.0
4353117,0,0.0
4353217,0,0.0
4353317,0,0.0
4353417,0,0.0
4353517,0,0.0
4353617,0,0.0
4353717,0,0.0
4353817,0,0.0
4353917,0,0.0
4354017,0,0.0
4354117,0,0.0
4354217,0,0.0
4354317,0,0.0
4354417,0,0.0
4354517,0,0.0
4354617,0,0.0
4354717,0,0.0
4354817,0,0.0
4354917,0,0.0
4355017,0,0.0
4355117,0,0.0
4355217,0,0.0
4355317,0,0.0
4355417,0,0.0
4355517,0,0.0
4355617,0,0.0
4355717,0,0.0
4355817,0,0.0
4355917,0,0.0
4356017,0,0.0
4356117,0,0.0
4356217,0,0.0
4356317,0,0.0
4356417,0,0.0
4356517,0,0.0
4356617,0,0.0
4356717,0,0.0
4356817,0,0.0
4356917,0,0.0
4357017,0,0.0
4357117,0,0.0
4357217,0,0.0
4357317,0,0.0
4357417,0,0.0
4357517,0,0.0
4357617,0,0.0
4357717,0,0.0
4357817,0,0.0
4357917,0,0.0
4358017,0,0.0
4358117,0,0.0
4358217,0,0.0
4358317,42,0.03
4358417,224,0.18
4358517,275,0.22
4358617,288,0.23
4358717,273,0.22
4358817,273,0.22
4358917,285,0.23
4359017,277,0.22
4359117,303,0.24
4359217,310,0.25
4359317,389,0.31
4359417,440,0.35
4359517,528,0.43
4359617,572,0.46
4359717,576,0.46
4359817,571,0.46
4359917,568,0.46
4360017,576,0.46
4360117,560,0.45
4360217,560,0.45
4360317,561,0.45
4360417,548,0.44
4360517,560,0.45
4360617,573,0.46
4360717,561,0.45
4360817,560,0.45
4360917,560,0.45
4361017,563,0.45
4361117,569,0.46
4361217,559,0.45
4361317,552,0.44
4361417,560,0.45
4361517,560,0.45
4361617,572,0.46
4361717,560,0.45
4361817,561,0.45
4361917,559,0.45
4362017,560,0.45
4362117,560,0.45
4362217,562,0.45
4362317,560,0.45
4362417,573,0.46
4362517,551,0.44
4362617,561,0.45
4362717,560,0.45
4362817,560,0.45
4362917,560,0.45
4363017,560,0.45
4363117,560,0.45
4363217,566,0.46
4363317,569,0.46
4363417,560,0.45
4363517,560,0.45
4363617,562,0.45
4363717,560,0.45
4363817,560,0.45
4363917,550,0.44
4364017,543,0.44
4364117,545,0.44
4364217,543,0.44
4364317,560,0.45
4364417,561,0.45
4364517,560,0.45
4364617,562,0.45
4364717,561,0.45
4364817,559,0.45
4364917,560,0.45
4365017,570,0.46
4365117,558,0.45
4365217,560,0.45
4365317,569,0.46
4365417,563,0.45
4365517,548,0.44
4365617,558,0.45
4365717,571,0.46
4365817,562,0.45
4365917,559,0.45
4366017,562,0.45
4366117,560,0.45
4366217,550,0.44
4366317,560,0.45
4366417,560,0.45
4366517,570,0.46
4366617,560,0.45
4366717,555,0.45
4366817,560,0.45
4366917,544,0.44
4367017,553,0.45
4367117,562,0.45
4367217,569,0.46
4367317,574,0.46
4367417,562,0.45
4367517,557,0.45
4367617,559,0.45
4367717,549,0.44
4367817,548,0.44
4367917,562,0.45
4368017,557,0.45
4368117,570,0.46
4368217,562,0.45
4368317,564,0.45
4368417,562,0.45
4368517,572,0.46
4368617,541,0.44
4368717,560,0.45
4368817,560,0.45
4368917,545,0.44
4369017,560,0.45
4369117,548,0.44
4369217,562,0.45
4369317,562,0.45
4369417,560,0.45
4369517,558,0.45
4369617,558,0.45
4369717,562,0.45
4369817,558,0.45
4369917,560,0.45
4370017,560,0.45
4370117,569,0.46
4370217,561,0.45
4370317,560,0.45
4370417,564,0.45
4370517,570,0.46
4370617,562,0.45
4370717,548,0.44
4370817,562,0.45
4370917,557,0.45
4371017,567,0.46
4371117,559,0.45
4371217,548,0.44
4371317,570,0.46
4371417,544,0.44
4371517,560,0.45
4371617,562,0.45
4371717,561,0.45
4371817,558,0.45
4371917,566,0.46
4372017,560,0.45
4372117,571,0.46
4372217,569,0.46
4372317,560,0.45
4372417,561,0.45
4372517,567,0.46
4372617,549,0.44
4372717,562,0.45
4372817,560,0.45
4372917,569,0.46
4373017,560,0.45
4373117,562,0.45
4373217,560,0.45
4373317,569,0.46
4373417,572,0.46
4373517,565,0.46
4373617,562,0.45
4373717,570,0.46
4373817,574,0.46
4373917,562,0.45
4374017,555,0.45
4374117,559,0.45
4374217,562,0.45
4374317,560,0.45
4374417,560,0.45
4374517,560,0.45
4374617,559,0.45
4374717,566,0.46
4374817,552,0.44
4374917,560,0.45
4375017,560,0.45
4375117,572,0.46
4375217,562,0.45
4375317,561,0.45
4375417,563,0.45
4375517,560,0.45
4375617,565,0.46
4375717,562,0.45
4375817,560,0.45
4375917,566,0.46
4376017,562,0.45
4376117,562,0.45
4376217,560,0.45
4376317,570,0.46
4376417,571,0.46
4376517,556,0.45
4376617,560,0.45
4376717,562,0.45
4376817,560,0.45
4376917,560,0.45
4377017,563,0.45
4377117,559,0.45
4377217,573,0.46
4377317,560,0.45
4377417,570,0.46
4377517,560,0.45
4377617,573,0.46
4377717,562,0.45
4377817,573,0.46
4377917,569,0.46
4378017,544,0.44
4378117,559,0.45
4378217,562,0.45
4378317,562,0.45
4378417,562,0.45
4378517,549,0.44
4378617,562,0.45
4378717,548,0.44
4378817,564,0.45
4378917,560,0.45
4379017,561,0.45
4379117,572,0.46
4379217,557,0.45
4379317,562,0.45
4379417,559,0.45
4379517,562,0.45
4379617,560,0.45
4379717,562,0.45
4379817,561,0.45
4379917,562,0.45
4380017,560,0.45
4380117,579,0.47
4380217,569,0.46
4380317,573,0.46
4380417,562,0.45
4380517,560,0.45
4380617,560,0.45
4380717,560,0.45
4380817,556,0.45
4380917,562,0.45
4381017,566,0.46
4381117,552,0.44
4381217,564,0.45
4381317,566,0.46
4381417,572,0.46
4381517,562,0.45
4381617,560,0.45
4381717,562,0.45
4381817,560,0.45
4381917,561,0.45
4382017,558,0.45
4382117,571,0.46
4382217,560,0.45
4382317,548,0.44
4382417,572,0.46
4382517,549,0.44
4382617,571,0.46
4382717,560,0.45
4382817,562,0.45
4382917,566,0.46
4383017,566,0.46
4383117,561,0.45
4383217,575,0.46
4383317,561,0.45
4383417,562,0.45
4383517,564,0.45
4383617,560,0.45
4383717,560,0.45
4383817,561,0.45
4383917,543,0.44
4384017,545,0.44
4384117,557,0.45
4384217,560,0.45
4384317,562,0.45
4384417,562,0.45
4384517,561,0.45
4384617,548,0.44
4384717,569,0.46
4384817,562,0.45
4384917,556,0.45
4385017,560,0.45
4385117,562,0.45
4385217,545,0.44
4385317,566,0.46
4385417,567,0.46
4385517,560,0.45
4385617,560,0.45
4385717,572,0.46
4385817,562,0.45
4385917,573,0.46
4386017,566,0.46
4386117,560,0.45
4386217,570,0.46
4386317,559,0.45
4386417,562,0.45
4386517,558,0.45
4386617,562,0.45
4386717,562,0.45
4386817,560,0.45
4386917,560,0.45
4387017,573,0.46
4387117,556,0.45
4387217,562,0.45
4387317,560,0.45
4387417,567,0.46
4387517,558,0.45
4387617,562,0.45
4387717,560,0.45
4387817,550,0.44
4387917,560,0.45
4388017,572,0.46
4388117,560,0.45
4388217,572,0.46
4388317,563,0.45
4388417,561,0.45
4388517,562,0.45
4388617,560,0.45
4388717,548,0.44
4388817,561,0.45
4388917,569,0.46
4389017,563,0.45
4389117,560,0.45
4389217,560,0.45
4389317,572,0.46
4389417,560,0.45
4389517,563,0.45
4389617,548,0.44
4389717,569,0.46
4389817,570,0.46
4389917,562,0.45
4390017,573,0.46
4390117,561,0.45
4390217,570,0.46
4390317,574,0.46
4390417,562,0.45
4390517,561,0.45
4390617,561,0.45
4390717,558,0.45
4390817,562,0.45
4390917,577,0.46
4391017,560,0.45
4391117,571,0.46
4391217,573,0.46
4391317,573,0.46
4391417,558,0.45
4391517,561,0.45
4391617,562,0.45
4391717,570,0.46
4391817,559,0.45
4391917,574,0.46
4392017,558,0.45
4392117,560,0.45
4392217,558,0.45
4392317,548,0.44
4392417,558,0.45
4392517,558,0.45
4392617,560,0.45
4392717,570,0.46
4392817,562,0.45
4392917,569,0.46
4393017,560,0.45
4393117,570,0.46
4393217,562,0.45
4393317,562,0.45
4393417,562,0.45
4393517,561,0.45
4393617,556,0.45
4393717,562,0.45
4393817,568,0.46
4393917,562,0.45
4394017,560,0.45
4394117,571,0.46
4394217,571,0.46
4394317,562,0.45
4394417,572,0.46
4394517,543,0.44
4394617,562,0.45
4394717,562,0.45
4394817,562,0.45
4394917,570,0.46
4395017,575,0.46
4395117,562,0.45
4395217,559,0.45
4395317,548,0.44
4395417,563,0.45
4395517,558,0.45
4395617,565,0.46
4395717,565,0.46
4395817,562,0.45
4395917,560,0.45
4396017,571,0.46
4396117,557,0.45
4396217,560,0.45
4396317,565,0.46
4396417,564,0.45
4396517,560,0.45
4396617,562,0.45
4396717,562,0.45
4396817,545,0.44
4396917,574,0.46
4397017,562,0.45
4397117,545,0.44
4397217,569,0.46
4397317,560,0.45
4397417,560,0.45
4397517,560,0.45
4397617,562,0.45
4397717,572,0.46
4397817,560,0.45
4397917,566,0.46
4398017,560,0.45
4398117,562,0.45
4398217,562,0.45
4398317,545,0.44
4398417,562,0.45
4398517,573,0.46
4398617,562,0.45
4398717,560,0.45
4398817,574,0.46
4398917,549,0.44
4399017,570,0.46
4399117,561,0.45
4399217,562,0.45
4399317,544,0.44
4399417,562,0.45
4399517,560,0.45
4399617,572,0.46
4399717,560,0.45
4399817,573,0.46
4399917,570,0.46
4400017,569,0.46
4400117,560,0.45
4400217,560,0.45
4400317,558,0.45
4400417,562,0.45
4400517,548,0.44
4400617,560,0.45
4400717,559,0.45
4400817,573,0.46
4400917,566,0.46
4401017,556,0.45
4401117,560,0.45
4401217,560,0.45
4401317,544,0.44
4401417,559,0.45
4401517,560,0.45
4401617,557,0.45
4401717,560,0.45
4401817,562,0.45
4401917,562,0.45
4402017,562,0.45
4402117,565,0.46
4402217,560,0.45
4402317,564,0.45
4402417,559,0.45
4402517,562,0.45
4402617,566,0.46
4402717,567,0.46
4402817,560,0.45
4402917,560,0.45
4403017,559,0.45
4403117,558,0.45
4403217,560,0.45
4403317,573,0.46
4403417,562,0.45
4403517,562,0.45
4403617,559,0.45
4403717,560,0.45
4403817,566,0.46
4403917,563,0.45
4404017,561,0.45
4404117,545,0.44
4404217,573,0.46
4404317,574,0.46
4404417,560,0.45
4404517,566,0.46
4404617,567,0.46
4404717,562,0.45
4404817,560,0.45
4404917,573,0.46
4405017,562,0.45
4405117,563,0.45
4405217,562,0.45
4405317,562,0.45
4405417,560,0.45
4405517,548,0.44
4405617,560,0.45
4405717,560,0.45
4405817,562,0.45
4405917,560,0.45
4406017,562,0.45
4406117,562,0.45
4406217,560,0.45
4406317,561,0.45
4406417,549,0.44
4406517,560,0.45
4406617,549,0.44
4406717,563,0.45
4406817,562,0.45
4406917,560,0.45
4407017,564,0.45
4407117,556,0.45
4407217,560,0.45
4407317,562,0.45
4407417,562,0.45
4407517,563,0.45
4407617,560,0.45
4407717,562,0.45
4407817,559,0.45
4407917,567,0.46
4408017,560,0.45
4408117,562,0.45
4408217,573,0.46
4408317,562,0.45
4408417,562,0.45
4408517,560,0.45
4408617,575,0.46
4408717,574,0.46
4408817,569,0.46
4408917,562,0.45
4409017,562,0.45
4409117,560,0.45
4409217,562,0.45
4409317,560,0.45
4409417,568,0.46
4409517,562,0.45
4409617,548,0.44
4409717,562,0.45
4409817,548,0.44
4409917,552,0.44
4410017,563,0.45
4410117,562,0.45
4410217,570,0.46
4410317,562,0.45
4410417,576,0.46
4410517,563,0.45
4410617,572,0.46
4410717,562,0.45
4410817,548,0.44
4410917,565,0.46
4411017,574,0.46
4411117,561,0.45
4411217,562,0.45
4411317,561,0.45
4411417,561,0.45
4411517,574,0.46
4411617,560,0.45
4411717,548,0.44
4411817,560,0.45
4411917,560,0.45
4412017,562,0.45
4412117,544,0.44
4412217,560,0.45
4412317,556,0.45
4412417,549,0.44
4412517,566,0.46
4412617,560,0.45
4412717,562,0.45
4412817,571,0.46
4412917,562,0.45
4413017,552,0.44
4413117,560,0.45
4413217,560,0.45
4413317,566,0.46
4413417,563,0.45
4413517,560,0.45
4413617,558,0.45
4413717,562,0.45
4413817,560,0.45
4413917,565,0.46
4414017,560,0.45
4414117,566,0.46
4414217,574,0.46
4414317,562,0.45
4414417,560,0.45
4414517,562,0.45
4414617,569,0.46
4414717,560,0.45
4414817,560,0.45
4414917,573,0.46
4415017,558,0.45
4415117,558,0.45
4415217,562,0.45
4415317,562,0.45
4415417,560,0.45
4415517,551,0.44
4415617,569,0.46
4415717,569,0.46
4415817,559,0.45
4415917,562,0.45
4416017,562,0.45
4416117,561,0.45
4416217,560,0.45
4416317,560,0.45
4416417,566,0.46
4416517,566,0.46
4416617,562,0.45
4416717,560,0.45
4416817,562,0.45
4416917,564,0.45
4417017,562,0.45
4417117,553,0.45
4417217,563,0.45
4417317,545,0.44
4417417,561,0.45
4417517,570,0.46
4417617,549,0.44
4417717,557,0.45
4417817,560,0.45
4417917,559,0.45
4418017,561,0.45
4418117,562,0.45
4418217,562,0.45
4418317,570,0.46
4418417,549,0.44
4418517,562,0.45
4418617,562,0.45
4418717,560,0.45
4418817,552,0.44
4418917,560,0.45
4419017,564,0.45
4419117,565,0.46
4419217,560,0.45
4419317,558,0.45
4419417,557,0.45
4419517,543,0.44
4419617,562,0.45
4419717,567,0.46
4419817,560,0.45
4419917,562,0.45
4420017,575,0.46
4420117,560,0.45
4420217,562,0.45
4420317,560,0.45
4420417,565,0.46
4420517,560,0.45
4420617,560,0.45
4420717,562,0.45
4420817,560,0.45
4420917,562,0.45
4421017,562,0.45
4421117,558,0.45
4421217,562,0.45
4421317,559,0.45
4421417,572,0.46
4421517,566,0.46
4421617,560,0.45
4421717,562,0.45
4421817,562,0.45
4421917,562,0.45
4422017,562,0.45
4422117,549,0.44
4422217,574,0.46
4422317,560,0.45
4422417,556,0.45
4422517,557,0.45
4422617,558,0.45
4422717,560,0.45
4422817,560,0.45
4422917,560,0.45
4423017,548,0.44
4423117,560,0.45
4423217,562,0.45
4423317,564,0.45
4423417,560,0.45
4423517,570,0.46
4423617,560,0.45
4423717,562,0.45
4423817,561,0.45
4423917,544,0.44
4424017,561,0.45
4424117,564,0.45
4424217,569,0.46
4424317,567,0.46
4424417,564,0.45
4424517,562,0.45
4424617,560,0.45
4424717,569,0.46
4424817,563,0.45
4424917,548,0.44
4425017,562,0.45
4425117,556,0.45
4425217,556,0.45
4425317,560,0.45
4425417,549,0.44
4425517,562,0.45
4425617,562,0.45
4425717,561,0.45
4425817,562,0.45
4425917,560,0.45
4426017,562,0.45
4426117,559,0.45
4426217,561,0.45
4426317,562,0.45
4426417,545,0.44
4426517,561,0.45
4426617,572,0.46
4426717,562,0.45
4426817,562,0.45
4426917,553,0.45
4427017,562,0.45
4427117,563,0.45
4427217,556,0.45
4427317,562,0.45
4427417,544,0.44
4427517,560,0.45
4427617,558,0.45
4427717,557,0.45
4427817,560,0.45
4427917,570,0.46
4428017,560,0.45
4428117,573,0.46
4428217,566,0.46
4428317,573,0.46
4428417,548,0.44
4428517,562,0.45
4428617,573,0.46
4428717,552,0.44
4428817,561,0.45
4428917,560,0.45
4429017,560,0.45
4429117,562,0.45
4429217,569,0.46
4429317,560,0.45
4429417,556,0.45
4429517,571,0.46
4429617,562,0.45
4429717,561,0.45
4429817,562,0.45
4429917,562,0.45
4430017,560,0.45
4430117,548,0.44
4430217,562,0.45
4430317,560,0.45
4430417,554,0.45
4430517,556,0.45
4430617,552,0.44
4430717,573,0.46
4430817,561,0.45
4430917,558,0.45
4431017,575,0.46
4431117,560,0.45
4431217,560,0.45
4431317,560,0.45
4431417,562,0.45
4431517,567,0.46
4431617,562,0.45
4431717,560,0.45
4431817,577,0.46
4431917,560,0.45
4432017,560,0.45
4432117,572,0.46
4432217,562,0.45
4432317,560,0.45
4432417,560,0.45
4432517,559,0.45
4432617,562,0.45
4432717,560,0.45
4432817,562,0.45
4432917,571,0.46
4433017,573,0.46
4433117,572,0.46
4433217,556,0.45
4433317,560,0.45
4433417,548,0.44
4433517,569,0.46
4433617,562,0.45
4433717,562,0.45
4433817,572,0.46
4433917,560,0.45
4434017,560,0.45
4434117,561,0.45
4434217,565,0.46
4434317,575,0.46
4434417,560,0.45
4434517,573,0.46
4434617,560,0.45
4434717,562,0.45
4434817,575,0.46
4434917,559,0.45
4435017,571,0.46
4435117,560,0.45
4435217,560,0.45
4435317,562,0.45
4435417,562,0.45
4435517,562,0.45
4435617,563,0.45
4435717,572,0.46
4435817,560,0.45
4435917,573,0.46
4436017,545,0.44
4436117,565,0.46
4436217,571,0.46
4436317,559,0.45
4436417,559,0.45
4436517,552,0.44
4436617,562,0.45
4436717,558,0.45
4436817,561,0.45
4436917,560,0.45
4437017,560,0.45
4437117,562,0.45
4437217,562,0.45
4437317,562,0.45
4437417,562,0.45
4437517,573,0.46
4437617,573,0.46
4437717,560,0.45
4437817,560,0.45
4437917,560,0.45
4438017,559,0.45
4438117,565,0.46
4438217,569,0.46
4438317,565,0.46
4438417,563,0.45
4438517,548,0.44
4438617,548,0.44
4438717,561,0.45
4438817,560,0.45
4438917,560,0.45
4439017,562,0.45
4439117,560,0.45
4439217,562,0.45
4439317,560,0.45
4439417,549,0.44
4439517,560,0.45
4439617,562,0.45
4439717,558,0.45
4439817,563,0.45
4439917,563,0.45
4440017,560,0.45
4440117,564,0.45
4440217,562,0.45
4440317,564,0.45
4440417,560,0.45
4440517,553,0.45
4440617,563,0.45
4440717,562,0.45
4440817,556,0.45
4440917,563,0.45
4441017,578,0.47
4441117,563,0.45
4441217,562,0.45
4441317,561,0.45
4441417,562,0.45
4441517,574,0.46
4441617,560,0.45
4441717,561,0.45
4441817,560,0.45
4441917,559,0.45
4442017,548,0.44
4442117,562,0.45
4442217,560,0.45
4442317,562,0.45
4442417,574,0.46
4442517,573,0.46
4442617,567,0.46
4442717,564,0.45
4442817,560,0.45
4442917,560,0.45
4443017,560,0.45
4443117,560,0.45
4443217,564,0.45
4443317,563,0.45
4443417,562,0.45
4443517,545,0.44
4443617,561,0.45
4443717,556,0.45
4443817,559,0.45
4443917,563,0.45
4444017,567,0.46
4444117,560,0.45
4444217,567,0.46
4444317,543,0.44
4444417,562,0.45
4444517,562,0.45
4444617,572,0.46
4444717,562,0.45
4444817,560,0.45
4444917,563,0.45
4445017,562,0.45
4445117,569,0.46
4445217,562,0.45
4445317,562,0.45
4445417,560,0.45
4445517,562,0.45
4445617,559,0.45
4445717,566,0.46
4445817,560,0.45
4445917,562,0.45
4446017,562,0.45
4446117,562,0.45
4446217,559,0.45
4446317,574,0.46
4446417,566,0.46
4446517,560,0.45
4446617,562,0.45
4446717,560,0.45
4446817,562,0.45
4446917,571,0.46
4447017,556,0.45
4447117,566,0.46
4447217,562,0.45
4447317,561,0.45
4447417,568,0.46
4447517,562,0.45
4447617,556,0.45
4447717,571,0.46
4447817,572,0.46
4447917,562,0.45
4448017,543,0.44
4448117,562,0.45
4448217,565,0.46
4448317,560,0.45
4448417,558,0.45
4448517,562,0.45
4448617,560,0.45
4448717,560,0.45
4448817,560,0.45
4448917,562,0.45
4449017,562,0.45
4449117,562,0.45
4449217,560,0.45
4449317,560,0.45
4449417,575,0.46
4449517,548,0.44
4449617,565,0.46
4449717,573,0.46
4449817,567,0.46
4449917,562,0.45
4450017,563,0.45
4450117,573,0.46
4450217,560,0.45
4450317,562,0.45
4450417,563,0.45
4450517,573,0.46
4450617,562,0.45
4450717,562,0.45
4450817,560,0.45
4450917,543,0.44
4451017,560,0.45
4451117,573,0.46
4451217,560,0.45
4451317,560,0.45
4451417,565,0.46
4451517,562,0.45
4451617,552,0.44
4451717,560,0.45
4451817,576,0.46
4451917,569,0.46
4452017,562,0.45
4452117,560,0.45
4452217,562,0.45
4452317,548,0.44
4452417,562,0.45
4452517,560,0.45
4452617,562,0.45
4452717,562,0.45
4452817,563,0.45
4452917,560,0.45
4453017,564,0.45
4453117,562,0.45
4453217,565,0.46
4453317,543,0.44
4453417,558,0.45
4453517,561,0.45
4453617,572,0.46
4453717,572,0.46
4453817,562,0.45
4453917,541,0.44
4454017,543,0.44
4454117,556,0.45
4454217,560,0.45
4454317,562,0.45
4454417,548,0.44
4454517,562,0.45
4454617,544,0.44
4454717,543,0.44
4454817,561,0.45
4454917,569,0.46
4455017,561,0.45
4455117,561,0.45
4455217,573,0.46
4455317,573,0.46
4455417,564,0.45
4455517,560,0.45
4455617,560,0.45
4455717,567,0.46
4455817,563,0.45
4455917,560,0.45
4456017,573,0.46
4456117,548,0.44
4456217,560,0.45
4456317,560,0.45
4456417,555,0.45
4456517,560,0.45
4456617,561,0.45
4456717,545,0.44
4456817,549,0.44
4456917,571,0.46
4457017,565,0.46
4457117,573,0.46
4457217,560,0.45
4457317,562,0.45
4457417,566,0.46
4457517,571,0.46
4457617,561,0.45
4457717,560,0.45
4457817,572,0.46
4457917,559,0.45
4458017,562,0.45
4458117,560,0.45
4458217,549,0.44
4458317,544,0.44
4458417,548,0.44
4458517,560,0.45
4458617,563,0.45
4458717,561,0.45
4458817,559,0.45
4458917,562,0.45
4459017,572,0.46
4459117,560,0.45
4459217,561,0.45
4459317,562,0.45
4459417,562,0.45
4459517,566,0.46
4459617,567,0.46
4459717,562,0.45
4459817,574,0.46
4459917,558,0.45
4460017,563,0.45
4460117,561,0.45
4460217,560,0.45
4460317,569,0.46
4460417,559,0.45
4460517,562,0.45
4460617,560,0.45
4460717,557,0.45
4460817,545,0.44
4460917,543,0.44
4461017,548,0.44
4461117,554,0.45
4461217,562,0.45
4461317,559,0.45
4461417,560,0.45
4461517,559,0.45
4461617,574,0.46
4461717,573,0.46
4461817,572,0.46
4461917,565,0.46
4462017,560,0.45
4462117,571,0.46
4462217,571,0.46
4462317,560,0.45
4462417,550,0.44
4462517,561,0.45
4462617,550,0.44
4462717,569,0.46
4462817,569,0.46
4462917,560,0.45
4463017,573,0.46
4463117,564,0.45
4463217,564,0.45
4463317,561,0.45
4463417,566,0.46
4463517,577,0.46
4463617,552,0.44
4463717,557,0.45
4463817,549,0.44
4463917,565,0.46
4464017,562,0.45
4464117,559,0.45
4464217,558,0.45
4464317,562,0.45
4464417,564,0.45
4464517,573,0.46
4464617,558,0.45
4464717,562,0.45
4464817,560,0.45
4464917,572,0.46
4465017,561,0.45
4465117,560,0.45
4465217,572,0.46
4465317,545,0.44
4465417,562,0.45
4465517,568,0.46
4465617,562,0.45
4465717,559,0.45
4465817,560,0.45
4465917,565,0.46
4466017,551,0.44
4466117,564,0.45
4466217,561,0.45
4466317,572,0.46
4466417,562,0.45
4466517,559,0.45
4466617,559,0.45
4466717,560,0.45
4466817,569,0.46
4466917,572,0.46
4467017,573,0.46
4467117,563,0.45
4467217,562,0.45
4467317,558,0.45
4467417,543,0.44
4467517,548,0.44
4467617,548,0.44
4467717,560,0.45
4467817,560,0.45
4467917,560,0.45
4468017,566,0.46
4468117,567,0.46
4468217,560,0.45
4468317,560,0.45
4468417,558,0.45
4468517,562,0.45
4468617,560,0.45
4468717,560,0.45
4468817,569,0.46
4468917,563,0.45
4469017,563,0.45
4469117,570,0.46
4469217,573,0.46
4469317,562,0.45
4469417,560,0.45
4469517,605,0.49
4469617,562,0.45
4469717,560,0.45
4469817,566,0.46
4469917,573,0.46
4470017,562,0.45
4470117,562,0.45
4470217,556,0.45
4470317,560,0.45
4470417,544,0.44
4470517,560,0.45
4470617,548,0.44
4470717,562,0.45
4470817,562,0.45
4470917,570,0.46
4471017,560,0.45
4471117,563,0.45
4471217,563,0.45
4471317,572,0.46
4471417,559,0.45
4471517,556,0.45
4471617,565,0.46
4471717,572,0.46
4471817,568,0.46
4471917,563,0.45
4472017,562,0.45
4472117,560,0.45
4472217,561,0.45
4472317,548,0.44
4472417,560,0.45
4472517,575,0.46
4472617,565,0.46
4472717,569,0.46
4472817,561,0.45
4472917,560,0.45
4473017,559,0.45
4473117,572,0.46
4473217,565,0.46
4473317,563,0.45
4473417,544,0.44
4473517,562,0.45
4473617,563,0.45
4473717,565,0.46
4473817,562,0.45
4473917,562,0.45
4474017,560,0.45
4474117,568,0.46
4474217,573,0.46
4474317,574,0.46
4474417,548,0.44
4474517,559,0.45
4474617,567,0.46
4474717,559,0.45
4474817,548,0.44
4474917,562,0.45
4475017,573,0.46
4475117,573,0.46
4475217,560,0.45
4475317,562,0.45
4475417,572,0.46
4475517,563,0.45
4475617,562,0.45
4475717,563,0.45
4475817,548,0.44
4475917,560,0.45
4476017,557,0.45
4476117,560,0.45
4476217,543,0.44
4476317,573,0.46
4476417,561,0.45
4476517,560,0.45
4476617,556,0.45
4476717,572,0.46
4476817,563,0.45
4476917,548,0.44
4477017,562,0.45
4477117,548,0.44
